phase,temperature_K,pressure_Pa,density_kg_m3,gibbs_J_mol,cp_J_mol_K,region_status,source_model,note
liquid,389.0,101325.0,946.3776989337342,-1634.71745112559,76.33191032123482,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,390.0,101325.0,945.5847024843409,-1661.532106800817,76.36017193546103,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,391.0,101325.0,944.7872762438457,-1688.542558078754,76.38893329521167,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,392.0,101325.0,943.985425260221,-1715.748377761652,76.41819982538436,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,393.0,101325.0,943.1791540261219,-1743.149142119762,76.44797698634903,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,394.0,101325.0,942.3684664817472,-1770.7444308792824,76.47827027609033,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,395.0,101325.0,941.5533660174451,-1798.5338272097856,76.50908523243358,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,396.0,101325.0,940.7338554760638,-1826.5169177117791,76.5404274353627,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,397.0,101325.0,939.9099371550476,-1854.693292405381,76.57230250942281,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,398.0,101325.0,939.0816128082838,-1883.0625447184325,76.60471612620157,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,399.0,101325.0,938.2488836477086,-1911.6242714746118,76.63767400689618,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,400.0,101325.0,937.4117503446661,-1940.3780728829379,76.67118192495292,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,401.0,101325.0,936.5702130310316,-1969.323552526303,76.70524570878976,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,402.0,101325.0,935.724271300092,-1998.4603173511116,76.73987124459526,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,403.0,101325.0,934.8739242072063,-2027.7879776565942,76.77506447919721,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,404.0,101325.0,934.0191702702161,-2057.3061470846856,76.81083142300993,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,405.0,101325.0,933.1600074696316,-2087.0144426099723,76.8471781530571,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,406.0,101325.0,932.2964332485933,-2116.9124845303622,76.88411081606434,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,407.0,101325.0,931.4284445126,-2146.9998964571814,76.92163563162816,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,408.0,101325.0,930.5560376290068,-2177.2763053063513,76.95975889546064,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,409.0,101325.0,929.6792084262993,-2207.741341289539,76.99848698270492,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,410.0,101325.0,928.7979521931414,-2238.394637905218,77.03782635133082,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,411.0,101325.0,927.9122636771918,-2269.2358319309656,77.07778354560085,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,412.0,101325.0,927.0221370836946,-2300.2645634148876,77.11836519962148,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,413.0,101325.0,926.1275660738488,-2331.480475668141,77.15957804096648,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,414.0,101325.0,925.2285437629365,-2362.883215257622,77.20142889438311,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,415.0,101325.0,924.3250627182291,-2394.4724319984853,77.24392468558042,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,416.0,101325.0,923.417114956663,-2426.247778948164,77.28707244510429,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,417.0,101325.0,922.5046919422792,-2458.2089123986566,77.33087931229161,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,418.0,101325.0,921.5877845834298,-2490.355491871472,77.37535253932289,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,419.0,101325.0,920.6663832297462,-2522.687180111396,77.42049949536326,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,420.0,101325.0,919.7404776688721,-2555.2036430808216,77.46632767078478,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,421.0,101325.0,918.8100571229473,-2587.9045499547897,77.51284468151509,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,422.0,101325.0,917.8751102448567,-2620.789573116388,77.56005827345142,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,423.0,101325.0,916.9356251142202,-2653.8583881518543,77.60797632701087,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,424.0,101325.0,915.9915892331449,-2687.110673846907,77.65660686176662,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,425.0,101325.0,915.0429895217068,-2720.546112182561,77.7059580412071,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,426.0,101325.0,914.0898123131808,-2754.1643883323277,77.75603817760869,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,427.0,101325.0,913.1320433490125,-2787.96519065886,77.80685573702954,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,428.0,101325.0,912.1696677735059,-2821.9482107115664,77.85841934443033,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,429.0,101325.0,911.2026701282549,-2856.1131432241564,77.9107377889217,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,430.0,101325.0,910.2310343462836,-2890.459686113254,77.96382002915288,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,431.0,101325.0,909.2547437459085,-2924.9875404767627,78.01767519884146,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,432.0,101325.0,908.2737810243038,-2959.6964105929196,78.07231261244647,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,433.0,101325.0,907.2881282507769,-2994.5860039199997,78.12774177099845,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,434.0,101325.0,906.2977668597331,-3029.656031095818,78.18397236809545,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,435.0,101325.0,905.3026776433366,-3064.9062059384614,78.2410142960545,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,436.0,101325.0,904.3028407438424,-3100.3362454469893,78.29887765224801,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,437.0,101325.0,903.298235645612,-3135.9458698025483,78.35757274561973,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,438.0,101325.0,902.2888411667877,-3171.73480237046,78.41711010338892,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,439.0,101325.0,901.2746354506219,-3207.70276970207,78.47750047795364,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,440.0,101325.0,900.2555959564618,-3243.8495015376225,78.5387548540072,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,441.0,101325.0,899.2316994503551,-3280.1747308096706,78.60088445586469,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,442.0,101325.0,898.2029219952968,-3316.6781936464367,78.66390075501694,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,443.0,101325.0,897.1692389410903,-3353.3596293765045,78.72781547792702,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,444.0,101325.0,896.130624913799,-3390.218780533056,78.792640614069,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,445.0,101325.0,895.0870538048022,-3427.255392859998,78.85838842422689,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,446.0,101325.0,894.0384987594325,-3464.469215317085,78.92507144906601,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,447.0,101325.0,892.9849321651684,-3501.860000086877,78.99270251798707,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,448.0,101325.0,891.9263256393905,-3539.42750258179,79.06129475827183,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,449.0,101325.0,890.8626500166678,-3577.171481451534,79.13086160454904,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,450.0,101325.0,889.7938753355675,-3615.0916985916406,79.20141680857444,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,451.0,101325.0,888.719970824979,-3653.1879191521684,79.27297444935846,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,452.0,101325.0,887.64090488992,-3691.459911547577,79.34554894363997,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,453.0,101325.0,886.5566450968157,-3729.9074474666163,79.41915505674656,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,454.0,101325.0,885.4671581582307,-3768.530301883502,79.49380791383115,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,455.0,101325.0,884.3724099170453,-3807.328253069341,79.56952301152485,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,456.0,101325.0,883.2723653300313,-3846.301082604516,79.64631623001824,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,457.0,101325.0,882.1669884508265,-3885.4485753919967,79.72420384558535,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,458.0,101325.0,881.0562424122868,-3924.770519670515,79.80320254358743,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,459.0,101325.0,879.940089408168,-3964.2667070299426,79.88332943196356,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,460.0,101325.0,878.8184906741483,-4003.9369324259474,79.96460205524224,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,461.0,101325.0,877.6914064681307,-4043.780994196604,80.04703840909079,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,462.0,101325.0,876.5587960498247,-4083.7986940793626,80.13065695544454,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,463.0,101325.0,875.4206176595596,-4123.989837228919,80.21547663822692,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,464.0,101325.0,874.2768284963198,-4164.354232235824,80.30151689969406,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,465.0,101325.0,873.1273846949366,-4204.891691146408,80.38879769745746,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,466.0,101325.0,871.9722413024508,-4245.602029483316,80.47733952217357,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,467.0,101325.0,870.8113522535656,-4286.485066267092,80.56716341598575,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,468.0,101325.0,869.6446703451801,-4327.540624038691,80.65829099171751,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,469.0,101325.0,868.4721472099562,-4368.768528883356,80.75074445287844,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,470.0,101325.0,867.2937332888779,-4410.168610454917,80.84454661451312,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,471.0,101325.0,866.1093778027607,-4451.740702001938,80.93972092494836,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,472.0,101325.0,864.9190287226635,-4493.484640394224,81.03629148846885,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,473.0,101325.0,863.722632739169,-4535.40026615138,81.13428308899174,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,474.0,101325.0,862.520135230458,-4577.487423471536,81.23372121477323,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,475.0,101325.0,861.3114802291409,-4619.745960262077,81.33463208422377,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,476.0,101325.0,860.0966103877885,-4662.175728171472,81.43704267286451,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,477.0,101325.0,858.8754669431124,-4704.776582622367,81.54098074151764,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,478.0,101325.0,857.647989678705,-4747.548382845904,81.64647486577528,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,479.0,101325.0,856.4141168862982,-4790.490991917724,81.75355446683066,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,480.0,101325.0,855.1737853254693,-4833.604276795299,81.86224984373906,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,481.0,101325.0,853.92693018171,-4876.888108356806,81.9725922071978,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,482.0,101325.0,852.6734850227853,-4920.342361441525,82.08461371492383,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,483.0,101325.0,851.4133817533076,-4963.966914891916,82.19834750872381,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,484.0,101325.0,850.1465505674236,-5007.761651597383,82.31382775335511,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,485.0,101325.0,848.872919899544,-5051.726458539922,82.43108967728085,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,486.0,101325.0,847.5924163729971,-5095.86122684112,82.55016961542411,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,487.0,101325.0,846.3049647465111,-5140.165851811759,82.67110505405485,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,488.0,101325.0,845.0104878584257,-5184.640233002677,82.79393467791871,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,489.0,101325.0,843.7089065685003,-5229.284274258174,82.91869841975327,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,490.0,101325.0,842.400139697216,-5274.097883771259,83.04543751233886,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,491.0,101325.0,841.0841039624052,-5319.080974141207,83.17419454322601,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,492.0,101325.0,839.7607139131246,-5364.233462433395,83.30501351232101,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,493.0,101325.0,838.4298818605662,-5409.555270241421,83.43793989249862,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,494.0,101325.0,837.0915178058907,-5455.04632375201,83.57302069343272,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,495.0,101325.0,835.7455293648014,-5500.706553811982,83.71030452885073,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,496.0,101325.0,834.39182168868,-5546.535895998483,83.84984168743581,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,497.0,101325.0,833.0302973820855,-5592.534290691681,83.99168420760712,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,498.0,101325.0,831.6608564164507,-5638.701683150516,84.13588595643226,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,499.0,101325.0,830.2833960397113,-5685.038023591476,84.28250271295008,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
liquid,500.0,101325.0,828.897810681678,-5731.543267270459,84.43159225619169,metastable-source-formulation-derived,IAPWS R6-95(2018),Superheated liquid; positive-pressure IAPWS-95 extrapolation.
vapor,250.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,251.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,252.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,253.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,254.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,255.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,256.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,257.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,258.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,259.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,260.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,261.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,262.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,263.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,264.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,265.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,266.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,267.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,268.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,269.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,270.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,271.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,272.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,273.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,274.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,275.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,276.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,277.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,278.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,279.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,280.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,281.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,282.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,283.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,284.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,285.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,286.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,287.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
